真是花中瑞|本朝名始闻|江南一梦后|天下遇清芬
月明环佩莫踟躇|此地仙灵窟宅馀|太华休归毛女洞|罗浮且在鲍姑庐
谁将雪朵缀缃枝|香雾濛濛夜色迟|无复閒情对芳物|病怀空许月明知
鲛绡剪碎玉簪轻|檀晕妆成雪月明|肯伴老人春一醉|悬知欲落更多情
散漫飘萧豹脚长|小窗飞入闹昏黄|月明蕙帐今空在|借问为谁逐客忙
留连冉冉已过夏|离别匆匆又值秋|酒尽玉壶歌舞散|月明千里照汾流
采石江头醉月明|江流不似汨罗清|骑鲸天上成何事|千古清风说独醒
金粟花攒壁树开|月明露湿玉阶苔|尚馀数叠香痕在|曾向坤宁殿里来
虚空迸裂海乾枯|人在沤花影里居|合眼黄昏开眼昼|月明何许上珊瑚
白露催寒乌夜啼|倦游公子未归西|月明多感为云薄|免使偷光照惨栖
沙塞风高纩帛轻|春蚕到死只吞声|寒机未织回文字|夜夜篱边诉月明
蓟门朔雪乱天风|风落千家走白虹|马上月明挥不去|知吾夜夜醉新丰
自笑衰鸿病起低|更怜落树夜乌啼|月明好认南飞去|剩有高枝可择栖
江上风恬水不波|江亭潮满月明多|夜深暂向驿楼宿|隔岸有人歌踏莎
鹄立沙边望去程|柳林直下是柴棚|壮怀落落都休问|千里归舟对月明
芦苇萧萧月明里|飞鸿正值秋风起|今宵暂喜栖息同|明日茫茫隔烟水
长江渺渺烟波绿|罢钓渔翁船傍竹|摸鱼换酒月明归|醉倚纶竿春睡熟
玉屑花繁淡淡黄|碧岩曾伴紫栏芳|月明露洗三秋叶|山迥风传七里香
济水源南舜井旁|月明曾共坐宵长|六春暌隔离江路|五月相逢是帝乡
月明吹彻紫鸾箫|火宿沉檀暖未消|风送海潮来别浦|卖鱼人过竹西桥
燕自南来鸿北飞|田家社饮醉扶归|月明水阁横吹笛|风送梅花入翠微
芦沟桥下水汤汤|客梦俄惊夜色凉|惆怅不堪归路远|月明犹自入空床
谁将醉里春风面|换却平生玉雪身|赖得月明留瘦影|芳心香骨见天真
玉泉泉下有鱼龙|风起波涛沧海同|自是鱼龙无意出|月明愁杀钓鱼翁
内湖水暖外湖寒|看杀鸳鸯忘钓竿|一叶一花都弄遍|月明还向大夫滩
光射苍岩石镜屏|我来一现岂无情|谁云显晦知时节|长伴空山寒月明
淅淅寒流涨浅沙|月明空渚遍芦花|离人偶宿孤村下|永夜闻砧一两家
相逢涕泪且停挥|城阙萧条梦里微|唯有青山常不改|月明时见鹧鸪飞
仙草灵芽出洞天|封题千里附归鞭|月明记得相寻处|曾试林间第一泉
隐约湖山一点青|秋风归去阻云程|贝宫珠阙无寻处|夜夜凌波哭月明
金谷歌传第一流|鹧鸪清怨碧烟愁|夜来省得曾闻处|万里月明湘水秋
荔子如丹橄榄青|红蕉叶落古榕清|温汤浴罢晚风快|老酒倾盆醉月明
天公不愤小桃开|故剪瑶花伴落梅|后夜月明风更恶|有人无语独登台
月明仙院夜沉沉|鹳雀高巢古木阴|独坐西楼钟磬寂|玉箫吹起故园心
秦山楚水路迢迢|不道琼花乱后凋|鹤背仙游清梦远|月明谁度紫鸾箫
一片轻帆挂月明|微茫何处辨孤城|已看灯火星星近|犹隔西风数里程
洞箫声动月明初|满地清霜一草庐|白鹤飞来鸣夜半|不知身在紫霞居
行旌此去隔关山|顿觉幽斋笑语阑|后夜月明空似水|孤桐横膝向谁弹
江水飞花作雪轻|月明似入剡溪行|可怜一夜天涯雨|又听春潮打橹声
花烛沉沉动玉楼|月明春女大堤游|空中骑吹名王过|散落天声满汴州
光武重兴四海宁|汉臣无不受浮荣|严陵何事轻轩冕|独向桐江钓月明
携杖来追柳外凉|画桥南畔倚胡床|月明船笛参差起|风定池莲自在香
千载琵琶一恨传|写出幽闺最可怜|此夜为君翻数曲|月明风细动离弦
兰麝氤氲化庆霄|芝龙迤逦度虹桥|万花似锦环清馥|午夜月明闻洞萧
无心曾出岫|倦翮早知还|为报长安使|休寻海上山
长安牡丹开|绣毂辗晴雷|若使花长在|人应看不回
去矣复何道|心知重会难|君看残照里|秋气满长安
月色本无私|水寺孤人得|长安富贵家|烧蜡如白日
汉人马上来|秦人马上去|长条不折时|遮遍长安路
了不知名姓|偶遇长安市|片语忽相投|欢然结生死
不到长安久|帝乡风月闲|面馀山水色|知是夜郎还
法护非不佳|僧弥难为兄|长安啖名地|语语兰芬生
南北各万里|有云心更闲|洛浦少高树|长安无旧山
千金装桂楫|来往五湖滨|寄谢长安客|空劳车马尘
滞雨长安夜|残灯独客愁|故乡云水地|归梦不宜秋
携将双凤团|来试九龙脉|临流啜花磁|更忆长安客
长安不可见|但见暮云浮|因君北望处|动我江湖忧
举头见长安|志士欣有托|葵藿一生心|岂容天负却
长安日以远|孤月照单车|莫忘别来意|逢人数寄书
晨起望征人|烟波绿如草|不见双车轮|但见长安道
草没尚书履|花迷御史骢|长安佳丽处|偏在曲江东
去国八千里|堪嗟行路难|马头天欲尽|犹不见长安
华亭载月船|长安遮日手|一网腥城市|吾于尔何有
虽道长安乐|争如在陇头|林间祝圣主|万岁复千秋
短短一尺绢|占断长安色|如何眼底人|对面不相识
长安在何许|疑是青天上|矫首溯西风|溪云断人望
洛阳无大宅|长安乏主人|黄金销未尽|祗为酒家贫
卯酒意醺然|焚香闭阁眠|长安尘十丈|不到竹窗前
昨望巫山峡|流泪满征衣|今赴长安道|含笑逐春归
章台杜牧之|长安孟东野|忆君飞笔时|何处木兰下
驱马出门意|牢落长安心|两事谁向道|自作秋风吟
长安贵富人|岁月马上迁|岸巾怡永日|心事独翛然
忽作无期别|沈冥恨有馀|长安虽不远|无信可传书
信步游梁魏|乘时别少林|长安车马客|无限利名心
近种墙东竹|时常借客看|长安无钓侣|不虑伐渔竿
长安桃李树|秋晚复花枝|九陌寒烟里|无风自落时
红扑章台路|翠滴灞陵树|马上少年郎|西向长安去
观阙长安近|江山蜀路赊|客行朝复夕|无处是乡家
徇禄犹卑吏|归山已后时|长安书不到|君但寄相思
征戍在桑乾|年年蓟水寒|殷勤驿西路|北去向长安
夙驾巡边徼|归程隔乱山|长安花木丽|春苑待君还
平生愁作别|今我适长安|忍使乡园客|都成梦里看
骑马向长安|冠尘每日弹|不知幽谷里|谁坐揽芳兰
悄悄风色寒|白地不敢看|天尾是故国|天头是长安
白云望不尽|高楼空倚栏|中霄鸿雁过|来处是长安
举族贫兼病|烦君药石功|长安何日到|一一问归鸿
张生长安居|日听车音响|他年乘斑轮|车音想非想
何事长安客|春来思易迷|乐游原上草|无日不萋萋
骏马响金羁|蹀躞长安道|少年挽雕弓|弹落花间鸟
贫甚多栽竹|人贫竹未稀|长安闲碧筱|贵客不曾知
长安经岁别|日日望春归|不及随阳鸟|双双又北飞
新雨长安道|行行爱好山|美人何处也|骑马又空还
曾有长安客|题为望日台|樵苏人不测|到此亦裴回
长安生素月|流采媚朝阳|一照西宫去|凄清若有霜
八月离长安|二月返乡社|衔泥双燕儿|依旧帘拢下
苏卿西度漠|征马别踌躇|汉使长安远|无忘雁足书
长安卿相家|一食费几万|有功享固宜|我辈且蔬饭
孤鸿碣石西|匹马长安道|王孙及早归|绿遍江门草
远路事无限|相逢唯一言|月色照荣辱|长安千万门
河北诸军尽有名|云中骁骑本轻生|金装白马翩翩出|不见长安子弟兵
李白逍遥供奉班|高歌白雪向人间|未须采作长安曲|恐有青春不入关
自入长安帝子家|一年一见紫薇花|花开花落年年事|不管愁人鬓又华
点点吴霜入鬓毛|长安落叶又秋高|世间俯仰终难强|归与儿曹且漱醪
青骢款款旆悠悠|遥指孤云向石头|到日长安应在望|夕阳江上更登楼
水北源南秋更多|满川明月濯缨歌|长安要结溪山好|去剪苍藤缚钓蓑
绛縠囊收白露团|未曾封值向长安|昭阳殿里才闻得|已道佳人不奈寒
梨花半落柳初绵|客路题诗忆阆仙|莫道长安春已尽|归人犹在暮钟前
商山半月雨漫漫|偶值新晴下七盘|山似换来天似洗|可怜风日到长安
买得长安酒一杯|客边谁共好怀开|故人有意怜衰病|旧雨不如今雨来
六月长安冰井台|雪宫杳杳风门开|江边此日苦消渴|阙下当年拜赐回
贵人沦落路人衰|碧海连天丹旐回|遥想长安此时节|朱门深巷百花开
灼灼朱榴似火燃|更怜葵瓣亦同鲜|丹心本是迎阳旭|谁道长安远日边
九重烟暖折槐芽|自是升平好物华|今日始知春气味|长安虚过四年花
灞岸青门有弊庐|昨来闻道半丘墟|陌头空送长安使|旧里无人可寄书
长安甚闹不须惊|好与牛儿著鼻绳|方便把他悲愿满|斩新然佛大明灯
红莲上客有新篇|不见长安驿使传|寄语持纲社中老|可怜三百青铜钱
一吐瑶华字字奇|星芒寒逼丈人诗|青萍暂隐吴闾博|可道长安似奕棋
鸿声不到夜郎天|故国音书又隔年|两地愁心何处梦|长安秋月不成眠
黄河风急片帆寒|折得虹霓作钓竿|借问还山谢安石|更从何处望长安
长安大道走邯郸|倚瑟佳人怅望间|若见膻腥似今日|汉宫何用忆关山
石头城如银虎盘|金陵山似玉龙蟠|休讶六军停跸久|本来江左是长安
将军铁骑战金微|八月长安尽捣衣|砧声欲落三更月|翡翠楼头雁却飞
催花白雨衒芳春|香湿霓裳入梦云|曾是长安年少客|天津桥上月中闻
玩世何嫌谲谏非|金门依隐愿多违|长安索米囊钱少|且自谈谐割肉归
每逢朝客转惊神|北望长安几侧身|紫禁烟花夹城柳|别来今已十番春
十月长安雪不飞|彤云黯黯怅人离|宁知我辈皆同调|化作阳春满帝畿
清泉白石旧成邻|谡谡松风洒鬓新|行过溪桥须稍待|长安恐有拂衣人
愁看直北是长安|云树深深碧殿寒|心折此时无一寸|梦魂不到关山难
定王米换长安土|北望长安日几回|更有筑台归未得|凭高却望定王台
皇恩浩浩海波宽|谩说山城借枳鸾|九译梯航同捧日|彩凫飞处即长安
投老殷勤向物华|风前犹欲拾馀花|更将梦逐残红去|遍入长安百万家
长安宝骑竞繁华|日夜经过七贵家|见说名园春正满|招携同看牡丹花
邯郸侠客长安游|青楼要入弹箜篌|单车使者来附耳|对酒不言心自筹
闻道长安桂作薪|斗升谁乞向隅人|魏仓一炬非无为|似与寒枯慰晚春
墨染娇姿浅绛勺|画中亦足赏青春|长安醉客靴为祟|去踏沉香亭上尘
长安堰口长安闸|一度经行一断魂|不道秦川在何处|只惊行色近中原
翠华西幸驻山间|草阁乘凉动喜颜|何似长安歌舞地|凤楼千尺更高寒
少年妄作功名想|说著长安喜欲狂|多病年来怕奔走|却思云壑置藤床
长安初到忆搬家|幼女娇儿共一车|死别生离三十载|老怀争遣不成麻
皎魄团团淡素秋|喜增光爽怨增愁|好随芦渚渔家乐|莫向长安问酒楼
当年漫漫雪如尘|古汴重冰欲折轮|暖日如今著行客|长安三度见青春
腊残春近独消魂|残雪长安千万门|青鸟何曾寄音信|碧云刚解报黄昏
榆柳风微不动尘|平沙如粉衬车轮|今年汴上三冬暖|已带长安二月春
锦溪人醉接䍠斜|邀客看花右史家|右史未归休下马|长安城里正看花
推篷一枕看银河|秋入新凉夜更多|翻忆长安骑瘦马|尘埃两眼奈悲何
绛纱囊里水晶丸|偏得杨妃带笑看|休道马嵬当日事|只今何处是长安
年来厌索长安米|老去犹居大隐廛|岂是红尘故相挽|枉令空愧牧牛篇
自从清野戍辽东|舞袖香销罗幌空|几度长安发梅柳|节旄零落不成功
静中风月静中身|不见长安市上尘|自分封侯无骨相|只应终老作闲人
梦醒书斋月欲斜|瞢腾病眼半昏花|长安第一楼头客|独向西风苦忆家
锦绣楼前看卖花|麝香山下摘新茶|长安卿相多忧畏|老向夔州不用嗟
故园归梦夜初寒|恍若平生语笑驩|膝下狐裘亲手赐|似怜风雪上长安
鬓雪初凝未拟消|后来难定以前遥|寻春走马长安客|虚度升平又两朝
十年贫贱欲如饧|愧客殷勤话此生|试与宋君寻卜肆|长安东市雨新晴
及第全胜十政官|金鞍镀了出长安|马头渐入扬州郭|为报时人洗眼看
滕王阁下碧波寒|徐孺祠前木叶丹|一曲池台千竹里|可知无梦到长安
雪里题诗汝最多|汝行雪里柰予何|只今乞食长安市|更向谁人慷慨歌
一个仙舟竹叶风|不知南北与西东|世人若欲追行迹|或在长安酒市中
楚郊十月尚闻蝉|傍道黄华亦可怜|特上西山最高处|长安应在夕阳边
本随驲使上长安|非到中途意便阑|为念征夫行旅苦|与生满舌绕牙酸
长安仕路与云齐|倦仆羸骖不可跻|但得玄晖曾折简|何须平子更安题
日中转柁到河间|万里羁人强自宽|此夜此歌如此酒|长安月色好谁看
万条银烛引天人|十月长安半夜春|步障三千隘将断|几多珠翠落香尘
凿开险阻若天成|暂使时闲眼界平|却羡长安西去路|青山不管送人行
九天飞下玉花繁|喜入长安十二门|独醉且须温腊酒|迎新又欲带青幡
可厌老鸦常折翅|依人喜鹊亦空啼|长安公子多飞弹|且向云山深树栖
浩浩霜风万木寒|高吟大醉出长安|杖头一卷金丹诀|尘世何人借得看
海门东阻控波澜|天目西标更郁盘|泽国即为吴旧国|临安非复宋长安
赐酺长安旧事存|千官节假亦君恩|红云遥望深深处|高架鳌山乐至尊
不向烟波狎钓舟|强亲文墨事儒丘|长安十二槐花陌|曾负秋风多少秋
五月征裘路五千|长安疑在北辰边|故园归梦西风冷|明日陵州正觅船
杳杳旧踪寻不得|茫茫遗恨有谁穷|长安败绩谁怜汝|灞上收声未到公
迟日轻风过雨天|笑声何处送鞦韆|清明已逼长安近|寄语先生快着鞭
巩树先春雪满枝|上阳宫柳啭黄鹂|桓谭未便忘西笑|岂为长安有凤池
五陵原上路漫漫|瘦马行吟日半竿|归思好如南去雁|强冲风色过长安
强半光阴在直庐|莺花笑我太相疏|故园亦诧忘归去|不寄长安五月书
丹台瑶室敞词坛|笔扫文星宇宙寒|堂构落成仍补衮|金莲学士在长安
长安明月照人圆|分得光明到百川|若说分来无满月|凭君归览镜中天
木落空山霜露寒|却驱羸马傍长安|君看仕路风波恶|孰与严陵七里滩
长安三月又三日|绣毂狨鞍富贵家|笙鼓喧天兰棹稳|卖花声里夕阳斜
早闻金印出长安|诸将人人拟筑坛|却向乐通侯馆去|玉关双鬓不胜寒
窃得仙桃解驻颜|漫来游戏落人寰|他年索米长安市|应悔尘心坠世间
不道长安百万家|行窝乐事在天涯|笑来龌龊者谁子|紫陌犹矜老看花
功名场上早抽身|不蹋长安陌上尘|明月清风无尽识|天将真景付闲人
故人忽漫入长安|匹马青裘霜雪寒|尊酒未空还别去|河桥相望斗阑干
十年沽酒共持螯|沦落长安气尚豪|银烛绣帘春似海|夜深重奏郁轮袍
仙苗风味淡为宗|能诱长安客欲东|浪说栈羊馀隽永|施于高士了无功
重到长安迹屡移|南峰小院亦崔嵬|梨花槛格蒲萄架|勾引乡园入梦思
吴王台下水漫漫|榆柳萧条兵气寒|无那兴来催棹去|到时应自忆长安
闲窗飘雪共徘徊|羡尔英年出世埃|尽道长安风月好|一瞻瑞像便归来
览尽长安花万树|思归独有白莲池|织成交颈鸳鸯锦|肯听傍人唱竹枝
小苑红梅刺眼新|一枝分作峡江春|长安驿骑知何限|天上于今少故人
长安酒楼歌管新|一曲乌栖泣鬼神|狂客解龟同一醉|人人知是谪仙人
花发年年自有时|往年空恨得花迟|长安归路天香满|唤起黄筌写折枝
一斝才空一曲随|胼胝今日顿忘疲|年来怀抱须陶写|敢笑长安众富儿
上林花满未曾看|客舍霜飞把铗弹|赋就不逢杨得意|且骑款段出长安
高林晚叶渐疏明|雨过长安万屋青|为问西风来几日|夕阳宫殿亦秋声
求僧囊勿一钱看|诵彻莲花六万言|久客长安虽自乐|得鱼应合早忘筌
□□□□□□□|帘前二圣拥千官|唯有扫门霜鬓客|却随社燕入长安
长安米贱不难居|玉署金闺有直庐|指日君王嗟见晚|凌云谁似马相如
汉郊五畤答鸿禧|草木甘泉夜色移|昨日长安道傍过|故宫无奈黍离离
万国欢承锡类新|诏从丹峤礼元臣|对扬漫道长安远|咫尺威颜在紫宸
同年同郡更同官|无适非同况岁寒|最是西湖好同赏|却相先后到长安
天目崚嶒吴越间|分符借得海陵山|知君不薄淮南令|诏下长安计日还
江门花鸟欲春阑|脚带云霞步步宽|君到闽中试借问|龙山何事别长安
沽酒长安日暮寒|风尘马上一冬残|荆高饮去馀燕市|此地今谁意气看
曾携五老峰前过|几向双松石上弹|此境此身谁更爱|掀天羯鼓满长安
剑阁重关蜀北门|上皇归马若云屯|少帝长安开紫极|双悬日月照乾坤
新向金阶奏罢兵|长安县里绕池行|喜欢得伴山僧宿|看雪吟诗直到明
凶吉何妨更倒颠|妍皮痴骨等秋烟|要知踏遍长安景|只似游魂陌上看
卯岁离乡历丙辰|无端归计只逡巡|长安亦有江门月|今夜清光冷照人
红花半落燕于飞|同客长安今独归|一纸乡书报兄弟|还家羞著别时衣
玉梅吹雪乱香云|箫鼓声中万室春|谁信长安有闲地|啸吟风物两三人
乱后风烟异昔年|孤帆一片海东悬|鲁连不是扁舟客|何处长安落日边
雨涩苍崖墨色鲜|长安犹自犬羊膻|试临旧刻思天宝|末上先题十四年
忆昔长安看花时|牡丹独有醉西施|省中一树花无数|共计二百单八枝
昨朝易米菱花镜|今日换酒芙蓉钗|何忍颦眉对妻子|扬扬高步长安街
六出花开赤玉盘|当中红湿耐春寒|长安若在五侯宅|谁肯将钱买牡丹
荷底清涟照绮罗|长安公子旧情多|踌躇不去知君意|重唱吴音白纻歌
人海抽身得自由|只随耆旧见风流|而今冠盖长安道|老死黄尘不肯休
君从花下忆天涯|予亦长安五见花|惟有青山怜倦客|几人容易得烟霞
曲高谁得似韩娥|曾向尊前几度歌|此夕长安飞一叶|白云寒色满关河
独秀峰前是宝坊|坐令热恼变清凉|人人认得长安路|珍重旃檀一瓣香
天宝年中事事新|长安还有谪仙人|骑鲸去后无寻处|输与勾芒自管春
瑟瑟商飙剑色寒|家山俱入梦中看|长安元自知潘岳|莫赋闲居恋鹖冠
封皮酿蜜水晶寒|入口香生露未乾|本与荔枝同一味|当时何不进长安
长安当日碎樊山|闻说孙郎凿岘还|舴艋架虚掀舞甚|可堪破舶问前湾
风竹松烟昼掩关|意中长似在深山|无人不怪长安住|何独朝朝暮暮间
曾看柳侯山水记|信知龙壁好烟霞|谁能写作新屏障|寄与长安富贵家
席上新声花下杯|一声声被拍声摧|乐工不识长安道|尽是书中寄曲来
相逢草草惜流年|共醉灯前兰玉船|还约木犀花发候|长安珂马共朝天
春明门外作卑官|病友经年不得看|莫道长安近于日|升天却易到城难
绣衣玉斧重流芳|劲节曾霏九夏霜|记取长安今日别|红亭处处菊花黄
刘裕当年西入关|楼船浮渭取长安|不施舻棹争先进|坐使秦人破胆看
海上冰浆冠八州|旧传仙姥下层楼|一樽压倒长安市|白堕青春未解愁
长安里巷旧邻居|未解梳头五岁馀|今朝嫁得风流婿|歌舞闲时看读书
山阁连城日日新|千形万状只无人|自分长乐楼台象|不染长安市井尘
高殿虚廊灯烛光|残河欲没树苍苍|长安万户瞢腾里|不信蓬莱刻漏长
犀刀割水那能一|伯劳燕子难辞匹|东来一雁破胡云|举头微见长安日
璚林宴罢出南宫|罗袖飘香醉态浓|一色杏花三十里|长安道上马如龙
往事流年恨不同|依然羸马浪西东|闲来屈指长安陌|一笑浮生是梦中
松雪无尘小院寒|闭门不似住长安|烦君想我看心坐|报道心空无可看
学道深山许老人|留名万代不关身|劝君多买长安酒|南陌东城占取春
长安乱叶舞征衣|独把新诗送吏师|自古才名谙宦拙|迩来官事要儿痴
为忆长安烂熳开|我今移尔满庭栽|红兰莫笑青青色|曾向龙山泛酒来
几年辜负钓鱼竿|从此江山老眼看|攲枕沧溟香梦远|西风吹不到长安
长安击筑几高歌|朔雁吴云奈尔何|东阁秖今虚席待|莫将书剑滞烟萝
玉树瀛洲总列仙|徒劳州县亦堪怜|趋庭不羡长安乐|还上河津画鹢船
望郎三度到长安|垂上青云作好官|暂向江东一澄按|却归径著侍臣冠
煨芋炉边客到稀|岁寒何事又相违|长安也是降心地|风雪深时归不归
风雨长安旅食孤|夜窗灯火说江湖|红尘下马东城路|来看饶家友爱图
一味南来动绿苹|北窗高卧上皇人|君看小院千竿竹|较胜长安十丈尘
桑阴幂地水侵秧|忆在长安望故乡|今日一杯桑下醉|不知何以答穹苍
治生产业不相违|湖海江山直捷时|尽道长安风物盛|不知身已在皇畿
长安季主洞幽明|市肆谈玄折贾生|抱病老人茆屋下|倚风欹枕听江声
燕京飞雪正漫漫|十二楼空铁凤寒|白首书生随计吏|共邀明月醉长安
离愁迢递每相干|劲草支风也自寒|切莫凭高叹摇落|举头见日是长安
凤毛今日喜逢君|裘敝长安路忍分|最是中郎知有道|西行一为访碑文
谁写嫣然玉一枝|金衣公子立多时|曾知斥𫛩蓬蒿下|不识长安挟弹儿
荔枝初熟饤金盆|手擘轻红子细看|风味由来太奇绝|不教容易到长安
海澄空碧正团圆|吟想玄宗此夜寒|玉兔有情应记得|西边不见旧长安
野寺钟声报晓寒|征人方梦到长安|茫然涂路知难易|两避胡尘一岁残
一日不见如三秋|乃今送君作远游|我侬犹索长安米|你侬指日到蕲州
携妻抱子白头翁|远出城西近坞东|却笑长安名利客|半生多在别离中
岁暮江城春已过|寒云犹作六花多|长安忆得朝元骑|幸借馀光送玉珂
十千呼酒醉长安|犹记年时客里欢|有约南山南畔去|只挑野菜当春槃
亲见乌衣竹马年|如何便学草楼仙|长安名利非真趣|好趁春膏种玉田
长安只说谁花好|君把青芦砌下栽|鸣雁也知人好事|几时衔得入关来
齐城西望接长安|物色凄凉大野寒|野草如饴尝具美|青霞漠漠可谁餐
西望长安白日遥|半年无事驻兰桡|欲将张翰秋江雨|画作屏风寄鲍昭
雩娄西望橐皋出|渐远长安鬓易斑|江上啼猿淮上雁|不知迁客几时还
美人天上忆琅玕|生长南荒绝羽翰|路入白云迷子午|心随红日到长安
长安南下几程途|得到邗沟吊绿芜|渚畔鲈鱼舟上钓|羡君归老向东吴
秣陵宫阙旧长安|车骑如云拥汉官|司马勋名深帝眷|貔貅千万独登坛
一住长安信渐稀|离心付与雁同飞|出门愁见垂杨树|长尽新条尚未归
点检行装拂与巾|洒然轻别故山春|家家门底长安道|举目何须更问津
往岁潇湘一相见|诗成野逸笔狂颠|近闻归住长安寺|松老书窗又岁年
黄鹤还来舞醉乡|调歌不用紫云娘|一瓢连月挥春瓮|大醉长安几百场
春草更绿春林衰|长安游客未成衣|凄凄计欲变寒色|一夜无语看灯辉
归去连昌忆旧游|长安回望使人愁|只夸杨氏锦绣谷|曾上李家花萼楼
白头方得岭南麾|却望长安恨不飞|毒雾腥烟非我乐|未从公辟敢言归
疾病侵凌我亦衰|后生谁复更相知|可怜日落长安路|不见骅骝整辔时
先生平昔命何非|万卷诗书一布衣|回首长安成底事|吴山苍翠几时归
云净天空朔气寒|举头何处是长安|那堪几点孤臣泪|洒向枫林带血看
行路人人说好官|一舟如叶上长安|君王若问东南事|不似江山画里看
浴罢临泉一整冠|令人搔首忆长安|御汤摇荡双龙影|疑是胡儿簇马鞍
日南天北拱长安|一统车书际会难|驯象火鸡新入贡|宫监传写画图看
天上飘香云外过|青冥风露挹仙柯|文章自有流芳理|不用长安郭橐驼
春来发棹见春还|著尽寒裘忆夏纨|儿女在家频记念|计程应说到长安
建溪城外有仙坛|梅福山空落月寒|不向清朝学仙尉|还依北斗望长安
鸱夷古锦犊车辕|盘薄沙鸥舞蝶前|少日长安聚蚊梦|莫年诗酒解随缘
屈指中朝请剑年|主恩明白赐归田|春来秦望山头好|大有长安白日悬
昔别长安未裹头|如今诗句可消愁|外家未觉风流远|他日相期到益州
白头风雪上长安|短褐疲驴帽带宽|辜负故园梅树好|南枝开放北枝寒
嗟尔戎人莫惨然|湖南地近保生全|我今罪重无归望|直去长安路八千
黄叶满阶秋已阑|征人千里隔长安|年年怨杀西风雁|不送书来只送寒
理窟词锋总上游|焉容碌碌便归休|一官暂慰平生志|不负长安二载留
瀛渤苍茫星汉微|征鸿西傍蓟云飞|五湖真觉难抛得|未到长安已忆归
剑佩芙蓉秋水明|孤忠自许命全轻|长安一片笙歌月|不照卢龙塞外情
一线天边万里愁|蛾眉流影到孤舟|孰知更向长安道|不照关山照敝裘
合欢枝叶想腰身|不共长安草木春|若听楚歌能楚舞|未央空有戚夫人
旧友亲题壁上诗|伤看缘迹不缘词|门前犹是长安道|无复回车下笔时
溪毛秋后亟登盘|山色朝来并可餐|但得长为南荡客|何须索米向长安
旧游风月未应忘|到手新诗喜欲狂|记得长安秋雨夜|三人灯下说西良
长安二月绾垂杨|为尔踟蹰五骕骦|今日故人投辖地|况逢山色满邢襄
何处仙人倚石阑|骑驴曾此向长安|华清一笑远山后|应忆西南栈道寒
骥子如龙势欲飞|圉人犹著旧宫衣|霜蹄残雪花无数|可是长安道上归
爱酒徒劳暮酒泉|山灵还笑李青莲|典衣此味应难换|信是长安斗十千
吴江岁晚促归船|临发题诗尚宛然|十载长安如一梦|又携风月过桐川
不干荣禄息危机|茅屋三间老布衣|多少长安骑马客|故乡深院锁重扉
镜中丝发悲来惯|衣上尘痕拂渐难|惆怅江湖钓竿手|却遮西日向长安
半载长安客意寒|一鞭归兴旧家山|妻孥问我成何事|买得虚名满世间
长安废弃迁都后|曲沼荒凉一梦中|见说旧园为茂草|寂寥无复万枝红
定惠安刘理不难|紫芝歌已动长安|试将脚色从头看|高祖如何敢溺冠
前年帝里探春时|寺寺名花我尽知|今日长安已灰烬|忍随南国对芳枝
持橐词垣已赐金|对衣侍拜更恩深|何如坐索长安米|只有诗歌满翰林
长安回首战尘中|马背行吹一笛风|寄恨翻成谪仙怨|始知深负曲江公
垂杨风雨小楼寒|宋玉秋词不忍看|万里青山无处隐|可怜投老客长安
白发黄金未易成|何年揖别汉公卿|翩翩东郭先生履|犹向长安雪上行
长安日色照蓬莱|光耀三山直北来|定有金茎摛凤诏|峨峨天半五云开
一帆风已过桐江|鸥鹭飞来不作双|回首长安在何许|乱云吹雨满蓬窗
春山香草拥霜蹄|君去长安正向西|别久自怜还自解|天涯只共一丸泥
吴儿真是沐猴冠|欲比杨梅荔子丹|不用红尘占使骑|画船飞楫向长安
马上秋风得意归|丈夫岂是爱轻肥|傍人休讶新年少|曾向长安作布衣
三条九陌花时节|万户千车看牡丹|争遣江州白司马|五年风景忆长安
一别心知几度秋|归来相望转悠悠|长安旧侣多年少|马上如今半白头
赋就长安振大名|斩蛇功与乐天争|归来延寿溪头坐|终日无人问一声
从来汉将说张韩|泗水流澌浴铁寒|待溯隋河趋洛口|却登灞岸复长安
旧说男儿本分官|更将诗句报长安|虚庸自省尤非据|深玷君家汉上坛
夜半沾衣露气浓|茂林迥岸月髼松|无人不道长安住|却似乱山烟翠中
御宿上林春欲尽|残花弱柳任风吹|斗鸡走马□□□|乐煞长安游侠儿
去岁春风嗟落第|今年秋暮始还家|待君挟策重来日|骑马长安看杏花
均阳秋色未成寒|天柱峰头雪欲残|君到浮云应不蔽|于今日出是长安
杖屦能来不厌频|玉醅银瓮正生春|长安此日耆英会|可少当年洛社人
通神笔法得玄门|亲入长安谒至尊|莫怪出来多意气|草书曾悦圣明君
色欺鹤顶与鸡冠|垂向枝头露尚寒|山鸟飞来休恣啄|遐方未贡到长安
车骑将军结束新|长安那记昔年身|南来尽是干名者|无复平阳下泪人
故里何人起卧龙|飘然琴剑只西东|马头忽与长安近|又听三茅观里钟
恰到长安风色晴|一条石径坦然平|与君曳杖寻虚去|全似仙宫岭下行
久宦空嗟江海身|故园今见岁华新|吴宫柳色寒烟里|不及长安易作春
日彩浮金丹阙晓|烟光凝翠碧山秋|长安旧路天西北|醉里题诗送客游
忽忆淮扬万里船|俄遭目病苦经年|长安市上多灵药|谁似进贤江二川
松行石磴两崎岖|此去长安路更迂|底个官侬强健在|葛巾芒𪨗自骑驴
